id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552597,SAMEA2534755,SAMEA2534755,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552599,SAMEA2534757,SAMEA2534757,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552600,SAMEA2534758,SAMEA2534758,PRJEB9680,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552601,SAMEA2534759,SAMEA2534759,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552602,SAMEA2534760,SAMEA2534760,PRJEB9680,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552603_ERR552604,SAMEA2534761,SAMEA2534761,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552605,SAMEA2534762,SAMEA2534762,PRJEB7727,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552607_ERR552606,SAMEA2534763,SAMEA2534763,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552608,SAMEA2534764,SAMEA2534764,PRJEB9680,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552609,SAMEA2534765,SAMEA2534765,PRJEB9680,lineage3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552611_ERR552610,SAMEA2534766,SAMEA2534766,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552612,SAMEA2534767,SAMEA2534767,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552613,SAMEA2534768,SAMEA2534768,PRJEB9680,lineage4.1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552614,SAMEA2534769,SAMEA2534769,PRJEB6273,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552615,SAMEA2534771,SAMEA2534771,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552616,SAMEA2534770,SAMEA2534770,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552623,SAMEA2534774,SAMEA2534774,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552624,SAMEA2534776,SAMEA2534776,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552625_ERR552626,SAMEA2534775,SAMEA2534775,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552628,SAMEA2534777,SAMEA2534777,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552629,SAMEA2534778,SAMEA2534778,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552630,SAMEA2534779,SAMEA2534779,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552632_ERR552631,SAMEA2534780,SAMEA2534780,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552633,SAMEA2534781,SAMEA2534781,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552637,SAMEA2534785,SAMEA2534785,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552638,SAMEA2534786,SAMEA2534786,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552639,SAMEA2534787,SAMEA2534787,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552642,SAMEA2534789,SAMEA2534789,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552644,SAMEA2534792,SAMEA2534792,PRJEB9680,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552645_ERR552646,SAMEA2534793,SAMEA2534793,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552647,SAMEA2534794,SAMEA2534794,PRJEB7727,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552649,SAMEA2534796,SAMEA2534796,PRJEB9680,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552650,SAMEA2534797,SAMEA2534797,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552653_ERR552652,SAMEA2534798,SAMEA2534798,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552656,SAMEA2534800,SAMEA2534800,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552657,SAMEA2534801,SAMEA2534801,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552658,SAMEA2534802,SAMEA2534802,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552659,SAMEA2534803,SAMEA2534803,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552661_ERR552660,SAMEA2534804,SAMEA2534804,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552662,SAMEA2534807,SAMEA2534807,PRJEB7727,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552663,SAMEA2534806,SAMEA2534806,PRJEB9680,lineage4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552665,SAMEA2534808,SAMEA2534808,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552668,SAMEA2534809,SAMEA2534809,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552672,SAMEA2534810,SAMEA2534810,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552674,SAMEA2534812,SAMEA2534812,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552676,SAMEA2534814,SAMEA2534814,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552677,SAMEA2534815,SAMEA2534815,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552680,SAMEA2517425,SAMEA2517425,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552681_ERR552682,SAMEA2534816,SAMEA2534816,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552683,SAMEA2534817,SAMEA2534817,PRJEB9680,lineage1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552686,SAMEA2534821,SAMEA2534821,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552687,SAMEA2534820,SAMEA2534820,PRJEB9680,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552688,SAMEA2534822,SAMEA2534822,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552689,SAMEA2534823,SAMEA2534823,NA,lineage2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552691,SAMEA2534825,SAMEA2534825,PRJEB9680,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552693,SAMEA2534826,SAMEA2534826,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552694,SAMEA2534827,SAMEA2534827,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552695,SAMEA2534828,SAMEA2534828,NA,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552697,SAMEA2534829,SAMEA2534829,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552699,SAMEA2534831,SAMEA2534831,PRJEB9680,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552701,SAMEA2534833,SAMEA2534833,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552703,SAMEA2534835,SAMEA2534835,PRJEB9680,lineage1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552704,SAMEA2534837,SAMEA2534837,PRJEB9680,lineage4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552705,SAMEA2534836,SAMEA2534836,PRJEB9680,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552706,SAMEA2534838,SAMEA2534838,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552707,SAMEA2534839,SAMEA2534839,PRJEB7727,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552709_ERR552708,SAMEA2534840,SAMEA2534840,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552710,SAMEA2534841,SAMEA2534841,NA,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552712_ERR552711,SAMEA2534842,SAMEA2534842,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552713,SAMEA2534844,SAMEA2534844,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552714,SAMEA2534843,SAMEA2534843,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552715,SAMEA2534846,SAMEA2534846,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552716,SAMEA2534845,SAMEA2534845,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552717,SAMEA2534848,SAMEA2534848,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552719_ERR552718,SAMEA2534847,SAMEA2534847,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552720,SAMEA2534849,SAMEA2534849,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552721,SAMEA2534850,SAMEA2534850,PRJEB9680,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552722,SAMEA2534851,SAMEA2534851,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552724,SAMEA2534853,SAMEA2534853,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552727,SAMEA2534854,SAMEA2534854,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552728,SAMEA2534856,SAMEA2534856,PRJEB7727,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552729,SAMEA2534857,SAMEA2534857,PRJEB7727,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552730,SAMEA2534858,SAMEA2534858,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552734_ERR552733,SAMEA2534859,SAMEA2534859,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552736,SAMEA2534861,SAMEA2534861,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552737,SAMEA2534863,SAMEA2534863,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552738_ERR552739,SAMEA2534864,SAMEA2534864,PRJEB9680,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552741_ERR552740,SAMEA2534862,SAMEA2534862,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552742,SAMEA2534865,SAMEA2534865,PRJEB9680,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552743,SAMEA2534866,SAMEA2534866,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552744,SAMEA2534867,SAMEA2534867,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552745,SAMEA2534868,SAMEA2534868,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552747_ERR552748_ERR552746,SAMEA2534869,SAMEA2534869,PRJEB6273,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552749,SAMEA2534872,SAMEA2534872,PRJEB9680,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552750,SAMEA2534873,SAMEA2534873,PRJEB9680,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552751,SAMEA2534875,SAMEA2534875,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552752,SAMEA2534876,SAMEA2534876,PRJEB9680,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552754,SAMEA2534878,SAMEA2534878,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552755,SAMEA2534880,SAMEA2534880,NA,lineage2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552756,SAMEA2534879,SAMEA2534879,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552757,SAMEA2534881,SAMEA2534881,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552758,SAMEA2534882,SAMEA2534882,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552759,SAMEA2534883,SAMEA2534883,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552760,SAMEA2534884,SAMEA2534884,NA,lineage2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552761,SAMEA2534885,SAMEA2534885,PRJEB9680,lineage2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552762,SAMEA2534886,SAMEA2534886,PRJEB9680,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552763,SAMEA2534887,SAMEA2534887,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552765,SAMEA2534888,SAMEA2534888,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552770,SAMEA2534892,SAMEA2534892,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552772_ERR552771,SAMEA2534893,SAMEA2534893,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552773,SAMEA2534894,SAMEA2534894,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552774,SAMEA2534895,SAMEA2534895,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552779_ERR552778_ERR552777,SAMEA2534898,SAMEA2534898,PRJEB6273,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552780,SAMEA2534899,SAMEA2534899,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552781,SAMEA2534900,SAMEA2534900,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552784,SAMEA2534901,SAMEA2534901,NA,lineage4.3.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552788,SAMEA2534905,SAMEA2534905,PRJEB9680,lineage4.3.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552789,SAMEA2534906,SAMEA2534906,NA,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552790_ERR552791,SAMEA2534907,SAMEA2534907,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552794_ERR552793,SAMEA2534908,SAMEA2534908,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552795,SAMEA2534910,SAMEA2534910,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552800_ERR552799,SAMEA2534913,SAMEA2534913,NA,lineage1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552803,SAMEA2534912,SAMEA2534912,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552804,SAMEA2534915,SAMEA2534915,PRJEB9680,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552805,SAMEA2534916,SAMEA2534916,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552806,SAMEA2534918,SAMEA2534918,NA,lineage2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552809,SAMEA2534919,SAMEA2534919,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552810,SAMEA2534920,SAMEA2534920,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552811,SAMEA2534921,SAMEA2534921,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552813,SAMEA2534923,SAMEA2534923,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552816_ERR552815_ERR552814,SAMEA2534924,SAMEA2534924,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552817,SAMEA2534926,SAMEA2534926,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552819_ERR552818,SAMEA2534925,SAMEA2534925,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552820,SAMEA2534927,SAMEA2534927,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552822,SAMEA2534928,SAMEA2534928,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552823,SAMEA2534929,SAMEA2534929,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552826,SAMEA2534931,SAMEA2534931,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552827,SAMEA2534932,SAMEA2534932,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552828,SAMEA2534933,SAMEA2534933,PRJEB9680,lineage4.3.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552830,SAMEA2534935,SAMEA2534935,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552831,SAMEA2534937,SAMEA2534937,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552832,SAMEA2534936,SAMEA2534936,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552833_ERR552834,SAMEA2534938,SAMEA2534938,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552835,SAMEA2534940,SAMEA2534940,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552836,SAMEA2534939,SAMEA2534939,PRJEB7727,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552837,SAMEA2534941,SAMEA2534941,PRJEB9680,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552838,SAMEA2534942,SAMEA2534942,NA,lineage2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552839,SAMEA2534943,SAMEA2534943,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552841_ERR552842,SAMEA2534945,SAMEA2534945,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552845,SAMEA2534947,SAMEA2534947,PRJEB9680,lineage1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552846,SAMEA2534948,SAMEA2534948,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552850,SAMEA2534951,SAMEA2534951,PRJEB9680,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552851,SAMEA2534952,SAMEA2534952,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552852,SAMEA2534953,SAMEA2534953,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552853,SAMEA2534954,SAMEA2534954,PRJEB7727,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552854,SAMEA2534955,SAMEA2534955,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552856,SAMEA2534957,SAMEA2534957,PRJEB9680,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552857,SAMEA2534958,SAMEA2534958,PRJEB9680,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552858,SAMEA2534959,SAMEA2534959,PRJEB9680,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552860,SAMEA2534961,SAMEA2534961,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552861,SAMEA2534962,SAMEA2534962,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552862,SAMEA2534963,SAMEA2534963,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552863,SAMEA2534964,SAMEA2534964,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552864,SAMEA2534965,SAMEA2534965,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552866,SAMEA2534967,SAMEA2534967,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
